Variable:,pr
,Colombia,Amazonas,Antioquia,Arauca,Atlantico,Bolivar,Boyaca,Buenaventura,Caldas,Caqueta,Casanare,Cauca,Cesar,Choco,Cordoba,Cundinamarca,Guainia,Guajira,Guaviare,Huila,Magdalena,Meta,Narino,"Norte De Santander",Putumayo,Quindio,Risaralda,"San Andres Y Providencia",Santander,Sucre,Tolima,"Valle Del Cauca",Vaupes,Vichada
1964,2582.57,3075.80,2697.26,1751.50,1063.30,2111.96,1460.46,2632.69,2199.78,2819.03,2415.15,2632.69,1679.76,7366.64,2043.88,1617.16,3144.68,944.69,2726.25,1572.70,1432.57,2541.73,2633.07,1425.73,3325.93,1983.32,2979.00,1836.86,1891.54,1805.85,1687.08,2973.20,3397.23,2350.13
1965,2371.21,3125.41,2157.72,1504.59,736.74,1703.10,1314.45,2607.33,1989.04,2574.43,1989.95,2607.33,1503.91,6423.31,1410.29,1491.68,3096.79,895.71,2586.68,1536.58,1082.91,2147.09,2833.12,1495.46,2985.86,1860.48,2627.46,1462.16,1866.40,1215.66,1715.20,2772.50,3339.57,2175.78
1966,2542.98,2983.16,2668.93,1787.01,995.02,2198.26,1590.53,2694.53,2316.70,2749.78,2435.59,2694.53,1952.80,7040.30,1905.77,1769.90,2766.93,1266.90,2609.06,1659.97,1476.75,2596.63,2672.45,1792.96,3237.07,2048.55,2921.52,1909.24,2220.35,1640.99,1875.28,2984.31,2635.81,2426.05
1967,2512.16,2891.20,2587.01,1731.68,733.74,1827.42,1509.05,2613.18,2110.82,2819.74,2470.04,2613.18,1477.79,7350.67,1759.55,1637.96,2971.84,726.30,2705.44,1602.75,1044.07,2630.47,2514.98,1606.34,3159.35,1912.74,2935.07,1645.71,2029.10,1353.64,1708.54,2991.36,2935.10,2516.48
1968,2552.64,2781.26,2662.05,1845.28,911.11,2087.59,1708.24,2874.76,2328.05,2861.55,2670.88,2874.76,1721.28,7448.96,1866.46,1882.43,2677.21,865.28,2635.51,1760.11,1299.80,2804.53,2946.08,1690.73,3503.46,2060.83,2989.16,1883.31,2227.65,1621.91,1913.33,3129.76,2580.39,2273.64
1969,2532.18,2987.91,2493.92,1711.12,1092.53,2081.70,1537.91,2665.43,2176.27,2587.35,2431.83,2665.43,2002.44,6526.16,1867.88,1679.42,3052.80,1415.58,2620.70,1525.20,1634.84,2400.59,2903.17,1699.39,3141.92,1841.18,2693.88,2119.42,2154.41,1714.28,1717.44,2795.54,3094.13,2550.87
1970,2734.20,3083.43,3049.42,1817.49,1315.56,2425.80,1654.44,2877.71,2546.39,2820.21,2607.29,2877.71,2127.69,7411.70,2372.65,1806.79,3149.20,1302.63,2778.23,1674.02,1832.80,2621.98,2944.82,1757.04,3448.86,2043.83,3216.80,2160.40,2276.03,2106.02,1872.56,3083.26,3328.23,2463.78
1971,2871.51,3249.27,3072.19,1716.52,761.41,2068.36,1674.36,3696.46,2816.37,3070.70,2441.91,3696.46,1587.72,8775.98,1957.69,1977.65,3366.66,790.02,2838.06,2096.73,1136.42,2683.13,3573.79,1827.01,3988.39,2637.42,3726.61,1424.85,2402.91,1529.34,2312.11,3824.46,3871.13,2448.19
1972,2635.75,3116.61,2443.84,1658.30,635.78,1832.72,1625.41,2834.24,2229.89,2821.68,2479.76,2834.24,1544.83,6544.37,1628.74,1828.42,3344.99,805.97,2890.89,1675.53,1066.05,2708.23,3418.17,1762.87,3617.54,1928.84,2741.10,1682.60,2240.62,1327.35,1847.05,2846.80,3495.43,2621.67
1973,2813.83,3156.83,2958.01,1726.88,1166.44,2173.61,1691.48,3071.50,2493.81,3096.11,2639.10,3071.50,1974.28,8811.32,2064.95,1874.29,3195.81,1263.56,2913.14,1782.09,1639.74,2922.52,3070.80,1689.39,3925.77,2029.72,3326.30,1660.09,2259.64,1807.52,1832.46,3469.63,3344.30,2511.24
